epoch,train_huber_loss,validation_scaled_mae
52,0.31883567571640015,0.7659965753555298
53,0.31902891397476196,0.7656354904174805
54,0.32002708315849304,0.7648811340332031
55,0.3193565607070923,0.7636842727661133
56,0.31917905807495117,0.7619084119796753
57,0.31755226850509644,0.7594171166419983
58,0.3177911341190338,0.7569005489349365
59,0.31631019711494446,0.7552172541618347
60,0.3144875764846802,0.7535958886146545
61,0.31489598751068115,0.7502011656761169
62,0.31568285822868347,0.7457124590873718
63,0.31789207458496094,0.741917073726654
64,0.31539830565452576,0.7406914830207825
65,0.31442058086395264,0.7406728863716125
66,0.31403160095214844,0.7402592301368713
67,0.3142430782318115,0.7386710047721863
68,0.3116207420825958,0.7370494604110718
69,0.3147646486759186,0.7357762455940247
70,0.311177521944046,0.7339063882827759
71,0.31214654445648193,0.7312732338905334
72,0.31010857224464417,0.7277803421020508
73,0.31095612049102783,0.7230563759803772
74,0.3078705966472626,0.7202394008636475
75,0.3107244670391083,0.7199618816375732
76,0.30775055289268494,0.7213506698608398
77,0.3068546950817108,0.7205431461334229
78,0.3090932369232178,0.7197494506835938
79,0.30858707427978516,0.7181209325790405
80,0.30467790365219116,0.7173395156860352
81,0.30631494522094727,0.7154127955436707
82,0.3074110150337219,0.7142653465270996
83,0.30829018354415894,0.7130472660064697
84,0.30469459295272827,0.7116039991378784
85,0.30490416288375854,0.7111324071884155
86,0.3040521442890167,0.7105399370193481
87,0.303987592458725,0.7107672095298767
88,0.30355653166770935,0.7104056477546692
89,0.3050137758255005,0.7091429233551025
90,0.30230849981307983,0.7080220580101013
91,0.30286023020744324,0.7075954079627991
92,0.3035511076450348,0.7065050005912781
93,0.30062437057495117,0.7041745781898499
94,0.3033919036388397,0.7012024521827698
95,0.30189746618270874,0.6984855532646179
96,0.30172213912010193,0.6970774531364441
97,0.3004356324672699,0.6990883946418762
98,0.29911282658576965,0.7014828324317932
99,0.3001564145088196,0.7021371722221375
100,0.3030000925064087,0.7009729743003845
101,0.2985585033893585,0.6993621587753296
102,0.2999715805053711,0.6965552568435669
103,0.29456183314323425,0.6943850517272949
104,0.29562222957611084,0.692600429058075
105,0.30329927802085876,0.6919806003570557
106,0.2971979081630707,0.6927608847618103
107,0.2941996455192566,0.6933456063270569
108,0.2996934652328491,0.6931524872779846
109,0.301833838224411,0.6933671236038208
110,0.30029362440109253,0.6935651898384094
111,0.29850831627845764,0.6926403641700745
112,0.29636019468307495,0.6905798316001892
113,0.2949732840061188,0.6870228052139282
114,0.29709210991859436,0.6853318214416504
115,0.29525700211524963,0.6852961778640747
116,0.29522716999053955,0.6849002242088318
117,0.29878944158554077,0.6852203607559204
118,0.29477277398109436,0.6862159967422485
119,0.29293709993362427,0.6871320605278015
120,0.29370808601379395,0.6844096779823303
121,0.29258304834365845,0.680880069732666
122,0.2961164712905884,0.6752604246139526
123,0.29298561811447144,0.6710308790206909
124,0.2904985845088959,0.6687681674957275
125,0.2918946444988251,0.6685240268707275
126,0.2934993505477905,0.6686105728149414
127,0.2935512661933899,0.6709842085838318
128,0.2933415174484253,0.6733509302139282
129,0.29135194420814514,0.6753421425819397
130,0.291338711977005,0.6747625470161438
131,0.2898784875869751,0.6730201840400696
132,0.2905377745628357,0.6714139580726624
133,0.29235610365867615,0.6709377765655518
134,0.2925284206867218,0.6728602051734924
135,0.2899057865142822,0.6756367087364197
136,0.29171115159988403,0.6769084930419922
137,0.29025059938430786,0.6764857172966003
138,0.2906467020511627,0.6771368384361267
139,0.28851887583732605,0.6781321167945862
140,0.2931571900844574,0.6780306696891785
141,0.2892596423625946,0.6787884831428528
142,0.2863317131996155,0.6791449785232544
143,0.28722068667411804,0.6781749129295349
144,0.2876099944114685,0.6780462265014648
145,0.28402474522590637,0.6749711632728577
146,0.2861442565917969,0.6719014644622803
147,0.2864569127559662,0.671100378036499
148,0.28501197695732117,0.6722283363342285
149,0.2853665351867676,0.6709843277931213
150,0.2864249050617218,0.6696997880935669
151,0.2882454991340637,0.6708618402481079
152,0.2850380539894104,0.6717695593833923
153,0.28612789511680603,0.6739498376846313
154,0.28216665983200073,0.6733261942863464
155,0.2876238226890564,0.669371485710144
156,0.2878754436969757,0.6677992343902588
157,0.2836354076862335,0.6700354814529419
158,0.2857361435890198,0.6728755235671997
159,0.28247934579849243,0.6743010878562927
160,0.28149038553237915,0.6725431084632874
161,0.2785318195819855,0.6721829175949097
162,0.2832947075366974,0.6737449765205383
163,0.2797044515609741,0.6750929355621338
164,0.27813291549682617,0.6747577786445618
165,0.2820853888988495,0.6723265051841736
166,0.2823314070701599,0.6711423397064209
167,0.27968505024909973,0.6702135801315308
168,0.2789997458457947,0.6698945164680481
169,0.2835872769355774,0.6701056361198425
170,0.2830657958984375,0.6713992953300476
171,0.28123462200164795,0.6710256934165955
172,0.2821579873561859,0.6709269881248474
173,0.27991893887519836,0.6704490780830383
174,0.28170958161354065,0.6711599826812744
175,0.2781941592693329,0.6670066714286804
176,0.2774657607078552,0.6645892262458801
177,0.2798580825328827,0.6665597558021545
178,0.2787034809589386,0.6697022318840027
179,0.2796136140823364,0.6725058555603027
180,0.2730228006839752,0.671878457069397
181,0.273188054561615,0.6721404790878296
182,0.27843746542930603,0.6715653538703918
183,0.2769313454627991,0.6725688576698303
184,0.27712422609329224,0.6716569066047668
185,0.27532830834388733,0.6691721677780151
186,0.27403682470321655,0.6710314154624939
187,0.273547887802124,0.6776984930038452
188,0.2727476954460144,0.6825247406959534
189,0.27671822905540466,0.6799061298370361
190,0.2776038646697998,0.6730280518531799
191,0.27729716897010803,0.6681604981422424
192,0.27400967478752136,0.6688764691352844
193,0.27197977900505066,0.6700155735015869
194,0.2763502299785614,0.6679919958114624
195,0.27223581075668335,0.6667001247406006
196,0.27587252855300903,0.6684783101081848
197,0.27197158336639404,0.6749781966209412
198,0.27432936429977417,0.6782097220420837
199,0.27122148871421814,0.6755539178848267
200,0.2775996923446655,0.6750931739807129
201,0.27075842022895813,0.6791473031044006
202,0.2703869640827179,0.6859208941459656
203,0.27118194103240967,0.6888227462768555
204,0.27714094519615173,0.6834834218025208
205,0.27300894260406494,0.6784520745277405
206,0.2718971371650696,0.6801649928092957
207,0.2726724445819855,0.6806821227073669
208,0.27255377173423767,0.6769505143165588
209,0.2727614939212799,0.6759849786758423
210,0.2682742178440094,0.6782146692276001
211,0.27061522006988525,0.6806172132492065
212,0.2687629163265228,0.684450089931488
213,0.2712562680244446,0.6866118907928467
214,0.2668187618255615,0.6856030821800232
215,0.2694365680217743,0.6858359575271606
216,0.2717248499393463,0.6829296350479126
217,0.2711103558540344,0.6809162497520447
218,0.2682296633720398,0.6798798441886902
219,0.2704837918281555,0.6874516010284424
220,0.265554815530777,0.6933979988098145
221,0.27019888162612915,0.6914141178131104
222,0.26507529616355896,0.6836665868759155
223,0.2645576298236847,0.683419942855835
224,0.2663949131965637,0.6855406165122986
225,0.26570773124694824,0.6891945600509644
226,0.2689831554889679,0.6865202784538269
227,0.26841598749160767,0.6833159327507019
228,0.2634788751602173,0.681792140007019
229,0.2675344944000244,0.6869181990623474
230,0.26428139209747314,0.6955319046974182
231,0.26439619064331055,0.6939883828163147
232,0.26760444045066833,0.6878731846809387
233,0.2647097408771515,0.689151406288147
234,0.26380330324172974,0.6892150044441223
235,0.2632977068424225,0.6868305802345276
236,0.2669333517551422,0.6821452379226685
